Month,City,Merchant,Total_Sales,No_of_sales
May 2017,168,Richard James 5 inc,"527,505",24
May 2017,168,Mary Gallegos 2 inc,"498,380",28
May 2017,168,David Reyes 2 inc,"483,521",26
May 2017,168,Kristin Mcmurray inc,"479,618",25
May 2017,168,Lucy Thomas 2 inc,"469,863",25
May 2017,169,Helen Mckean inc,"1,187,458",53
May 2017,169,Barbara Enfinger inc,"1,071,932",50
May 2017,169,Larry Frias inc,"884,035",45
May 2017,169,Roy Lindsay inc,"859,097",42
May 2017,169,Tom Judge inc,"829,669",46
May 2017,170,Thelma Metayer inc,"489,126",24
May 2017,170,Mamie James inc,"306,865",18
May 2017,170,Reyes Milford inc,"279,001",12
May 2017,170,Jack Terry 2 inc,"233,928",11
May 2017,170,Julia Childress inc,"174,874",7
May 2017,171,Sandra Wells inc,"1,282,703",70
May 2017,171,Bryan Harris 4 inc,"706,226",42
May 2017,171,Sarah Palmieri inc,"666,951",32
May 2017,171,David Holmes 4 inc,"608,912",31
May 2017,171,Megan Mattson inc,"348,071",19
May 2017,172,Jennie Gibbs inc,"534,119",29
May 2017,172,Emily Hill 2 inc,"494,300",23
May 2017,172,Vernon Gross 2 inc,"493,010",19
May 2017,172,Tommy Mcfarland inc,"440,455",20
May 2017,172,Carlos Miller inc,"231,733",14
May 2017,173,Robert Doyle 3 inc,"1,330,996",65
May 2017,173,Raleigh Gracia inc,"960,351",44
May 2017,173,Yolanda Panzarella inc,"752,733",36
May 2017,173,Patrick Roberts 2 inc,"518,681",24
May 2017,173,Robert Warne inc,"476,259",23
May 2017,174,Cody Leonard inc,"786,933",38
May 2017,174,Debra Rose 2 inc,"569,234",29
May 2017,174,Karen Coffman inc,"441,280",24
May 2017,174,Andrea Claybrook inc,"395,320",21
May 2017,174,Nancy Mckeown inc,"358,324",20
May 2017,175,Judy Fujimoto inc,"592,391",28
May 2017,175,Rebecca Kelly 2 inc,"494,667",23
May 2017,175,Karen Wallace 2 inc,"426,353",21
May 2017,175,Eugene Santelli inc,"389,010",18
May 2017,175,Pauline Burdette inc,"356,312",20
May 2017,178,Maria Allen 4 inc,"210,776",10
May 2017,178,Lamont Miyashiro inc,"136,049",7
May 2017,178,Tiffany Hardin inc,"98,052",6
May 2017,178,Sandra Higginson inc,"81,337",4
May 2017,178,Sandra Kimball inc,"47,964",3
May 2017,179,Michael Swirsky inc,"4,731,087",235
May 2017,179,Gladys Castillo inc,"1,410,228",69
May 2017,179,Alan Poe inc,"1,190,090",64
May 2017,179,Curtis Banks inc,"939,605",46
May 2017,179,Judy Lutz inc,"818,533",42
May 2017,180,Denise Sievers inc,"643,002",30
May 2017,180,Anna Harrison inc,"593,748",32
May 2017,180,Arthur Coker inc,"262,853",12
May 2017,180,Alexandra Green inc,"215,605",14
May 2017,180,Ila Mcgrath inc,"204,484",11
May 2017,181,Juan Walsh 2 inc,"1,038,231",52
May 2017,181,Edith Roll inc,"415,016",19
May 2017,181,Kathleen Gau inc,"297,184",16
May 2017,181,Grant Son inc,"277,655",15
May 2017,181,Ella Harding inc,"271,047",16
May 2017,182,Misty Slaugh inc,"625,991",32
May 2017,182,Julia Cope inc,"390,786",18
May 2017,182,Harold Strand inc,"316,761",14
May 2017,182,Janice Wilson 2 inc,"310,595",13
May 2017,182,Betty Pew inc,"301,868",14
May 2017,183,Angela Jackson 5 inc,"417,166",20
May 2017,183,Shanon Battle inc,"366,913",21
May 2017,183,William Munroe inc,"332,089",17
May 2017,183,Michael Ko inc,"288,879",15
May 2017,183,John Otoole inc,"272,526",13
May 2017,184,Harold Ames inc,"313,718",16
May 2017,184,Charlotte Valdez inc,"294,968",15
May 2017,184,Christopher Waage inc,"290,469",15
May 2017,184,Tracy Webster inc,"260,120",14
May 2017,184,Denise Carlton inc,"226,858",10
May 2017,186,Christine Paulino inc,"365,701",19
May 2017,186,Larry Reid inc,"309,887",15
May 2017,186,Brett Richardson inc,"305,648",13
May 2017,186,David Zapata inc,"258,155",14
May 2017,186,Cora Brown inc,"249,857",12
May 2017,187,Trudie Baker inc,"346,268",17
May 2017,187,Joseph Miles inc,"342,042",17
May 2017,187,Terence Harstad inc,"239,548",12
May 2017,187,Matthew Willingham inc,"233,419",10
May 2017,187,Steven Kimbrell inc,"213,328",9
May 2017,188,Linda Alexander inc,"506,445",25
May 2017,188,Anne Grantham inc,"502,550",25
May 2017,188,Barbara Waldorf inc,"495,499",24
May 2017,188,Ryan Widell inc,"479,200",25
May 2017,188,Joseph Jones 15 inc,"408,407",20
May 2017,189,Andrew Eastman inc,"895,436",47
May 2017,189,Christina Chamberlain inc,"712,503",37
May 2017,189,Gertrude Espinosa inc,"668,379",35
May 2017,189,Diane Allen 2 inc,"476,219",27
May 2017,189,Jack Huffman inc,"367,521",18
May 2017,190,Jay Hokanson inc,"471,549",23
May 2017,190,Bernice Harris inc,"218,262",11
May 2017,190,Thomas Voyer inc,"186,484",11
May 2017,190,Linda Dallas inc,"176,963",6
May 2017,190,Alisa Chaisson inc,"131,354",6
May 2017,191,Virginia Greer inc,"456,513",21
May 2017,191,Patrick Heiden inc,"456,019",21
May 2017,191,Brenda Gagnon inc,"379,214",17
May 2017,191,Frank Lundborg inc,"367,915",20
May 2017,191,Jocelyn Bruce inc,"324,225",16
May 2017,193,Adan Ellis inc,"364,411",18
May 2017,193,Lisa Plummer inc,"361,367",17
May 2017,193,Dorothy Woods inc,"318,254",16
May 2017,193,Renate Snyder inc,"284,955",14
May 2017,193,Richard Rombough inc,"196,433",10
May 2017,194,Alison Magallanes inc,"444,104",21
May 2017,194,Walter Washington 2 inc,"233,008",13
May 2017,194,Mark Horst inc,"224,888",9
May 2017,194,Irma Bales inc,"210,213",11
May 2017,194,Edgar Beeler inc,"177,234",9
May 2017,195,Klara Ibanez inc,"292,112",13
May 2017,195,John Wright 18 inc,"265,234",13
May 2017,195,James Everhart 2 inc,"233,904",10
May 2017,195,Dion Cantu inc,"190,711",9
May 2017,195,Casey Dawkins inc,"184,542",11
May 2017,197,Claudia Rodriguez inc,"805,474",36
May 2017,197,Gregory Bettis inc,"352,794",16
May 2017,197,Randi Duke inc,"321,216",17
May 2017,197,Ella Rose 2 inc,"269,507",14
May 2017,197,Chad Tobar inc,"263,340",13
May 2017,198,Michael Howe 2 inc,"178,527",9
May 2017,198,Jose Emerson inc,"176,973",9
May 2017,198,Nancy Foley inc,"168,310",8
May 2017,198,Walter Barbieri inc,"149,174",8
May 2017,198,Charles Fritter inc,"148,818",6
May 2017,199,Elbert Six inc,"1,499,192",72
May 2017,199,Crystal Dwyer inc,"1,199,564",57
May 2017,199,Roger Serrano inc,"802,760",38
May 2017,199,Daryl Taylor inc,"695,849",31
May 2017,199,Judy Evans 3 inc,"602,510",32
May 2017,200,Sandra Davenport inc,"2,150,280",116
May 2017,200,Teresa Ellis inc,"1,641,683",83
May 2017,200,Latanya Crofton inc,"1,268,048",64
May 2017,200,Juan Sojka inc,"1,075,687",51
May 2017,200,Nick Holcombe inc,"933,616",46
May 2017,201,James Howell 7 inc,"499,464",24
May 2017,201,Rosemary Clark inc,"265,726",12
May 2017,201,Dawn Jackson 4 inc,"207,940",10
May 2017,201,Concepcion Kyle inc,"185,679",9
May 2017,201,Patricia Hernandez 4 inc,"180,630",10
May 2017,203,Albert Cadwell inc,"337,577",17
May 2017,203,Jeffrey Berryman inc,"168,484",10
May 2017,203,Wayne Bird inc,"146,693",6
May 2017,203,Tyson Yen inc,"140,390",6
May 2017,203,Ken Grant inc,"133,075",7
May 2017,204,Ruth Newark inc,"292,216",13
May 2017,204,Hosea Ray inc,"119,115",4
May 2017,204,Debora Giles inc,"110,593",5
May 2017,204,Josephina Taylor inc,"101,397",4
May 2017,204,Michelle Lilly inc,"95,246",5
May 2017,205,Tyrone Dwaileebe inc,"150,874",8
May 2017,205,Thomas Anderson 10 inc,"117,058",6
May 2017,205,Julian Rangel inc,"98,555",6
May 2017,205,Todd Ogden inc,"81,313",4
May 2017,205,Roberto Szymanski inc,"72,279",4
May 2017,206,Ryan Gregg inc,"234,969",12
May 2017,206,Louise Owens inc,"171,702",8
May 2017,206,Susan Klotz inc,"162,301",9
May 2017,206,Treva Padilla inc,"132,398",6
May 2017,206,Alberto Holmes inc,"119,111",6
May 2017,207,Clarence Griffin inc,"179,378",8
May 2017,207,Glenn Marshall inc,"105,598",4
May 2017,207,Chelsie Hayes inc,"93,591",5
May 2017,207,Vincent Peterson 2 inc,"93,555",6
May 2017,207,Teresa Begley inc,"75,243",4
May 2017,208,Michael Abramson inc,"609,738",31
May 2017,208,Paula Santiago inc,"147,923",7
May 2017,208,Dale Skalicky inc,"104,924",4
May 2017,208,Jason Ho inc,"102,582",5
May 2017,208,Lynette Kaehler inc,"99,850",4
May 2017,209,Meaghan Saylor inc,"740,442",36
May 2017,209,Ma Rowlands inc,"646,715",34
May 2017,209,Michael Mincey inc,"417,120",23
May 2017,209,Wanda Lundberg inc,"343,086",17
May 2017,209,Cathrine Guerrero inc,"342,073",14
May 2017,210,Angela Parsons inc,"864,447",43
May 2017,210,Jamie Remillard inc,"809,700",43
May 2017,210,Felipe Erickson inc,"691,342",33
May 2017,210,Michael Mocher inc,"671,024",31
May 2017,210,Timothy Godwin inc,"564,182",28
May 2017,211,Darryl Ellis inc,"337,184",14
May 2017,211,William Darden inc,"318,894",16
May 2017,211,Ryan Charles inc,"263,309",16
May 2017,211,Karren Gibson inc,"229,931",10
May 2017,211,Richard Allen 4 inc,"221,944",12
May 2017,212,Donald Pimental inc,"4,860,607",232
May 2017,212,Rebecca Johnson 9 inc,"3,297,945",157
May 2017,212,Anna Risher inc,"2,326,572",115
May 2017,212,Lisa Jones 9 inc,"2,035,870",102
May 2017,212,Bernice Pratt inc,"2,006,984",97
May 2017,213,Katherine Stickel inc,"2,326,590",113
May 2017,213,Elizabeth Thomas 10 inc,"1,949,555",93
May 2017,213,Chad Tobar inc,"1,440,365",73
May 2017,213,Ella Rose 2 inc,"1,184,846",61
May 2017,213,Nichol Gentry inc,"1,120,489",54
May 2017,214,Daniel Steinbach inc,"297,425",13
May 2017,214,Elizabeth Dougherty inc,"238,193",11
May 2017,214,Miles West inc,"229,295",12
May 2017,214,Scott Debroux inc,"195,415",9
May 2017,214,Rosendo Wallin inc,"182,829",9
May 2017,215,Katherine Caldwell inc,"654,463",32
May 2017,215,Mary Keath inc,"78,942",3
May 2017,215,Joanne Webb inc,"55,067",2
May 2017,215,Dennis Landon inc,"53,422",3
May 2017,215,Kirk Adams inc,"51,288",2
May 2017,216,Helen Acosta inc,"313,084",15
May 2017,216,James Nelson 9 inc,"259,280",10
May 2017,216,Wesley Ramirez inc,"212,612",9
May 2017,216,Mary Donati inc,"191,514",9
May 2017,216,William Gibson 6 inc,"181,105",9
May 2017,218,Julianne Mchugh inc,"678,892",34
May 2017,218,Charles Oneil inc,"296,977",16
May 2017,218,Nina Humphreys inc,"268,645",11
May 2017,218,Matthew Gonzalez 4 inc,"242,185",12
May 2017,218,Mildred Walton inc,"238,421",10
May 2017,219,Donald Smith 19 inc,"805,784",37
May 2017,219,Rodney Lichtenberg inc,"599,758",31
May 2017,219,Alfreda Mcnaughton inc,"480,188",23
May 2017,219,James Henderson 10 inc,"459,539",24
May 2017,219,Christopher Marinaccio inc,"344,666",18
May 2017,220,Rose Smith 7 inc,"385,166",18
May 2017,220,Valerie Ellison inc,"220,988",11
May 2017,220,Grace Gorman inc,"184,750",8
May 2017,220,Jaime Joyce inc,"160,219",7
May 2017,220,Kathleen Mcbride inc,"155,047",8
May 2017,221,Vanessa Yepsen inc,"115,568",5
May 2017,221,Robert Stone 6 inc,"108,784",4
May 2017,221,Jean Andrus inc,"107,416",4
May 2017,221,Linda Harrist inc,"91,982",4
May 2017,221,Rose Brewer 2 inc,"87,685",6
May 2017,222,Melvin Hurt inc,"431,038",20
May 2017,222,Jonathon Morrison inc,"251,983",12
May 2017,222,Joan Baggesen inc,"222,730",10
May 2017,222,Maria Alston inc,"118,283",6
May 2017,222,Dion Cantu inc,"103,894",5
May 2017,223,Gracie Mcmorran inc,"648,835",32
May 2017,223,Connie Thompson inc,"426,460",21
May 2017,223,Judy Turner inc,"335,546",16
May 2017,223,Rachel Allman inc,"242,721",12
May 2017,223,Ronald Daniels 2 inc,"221,328",11
May 2017,224,John Sutton 8 inc,"508,822",26
May 2017,224,Deborah Harris 5 inc,"224,913",11
May 2017,224,Ronald Perkins 2 inc,"202,820",12
May 2017,224,Guillermo Wasson inc,"186,228",10
May 2017,224,Michael Stiteler inc,"119,852",5
May 2017,226,John Rutherford 4 inc,"1,597,593",84
May 2017,226,Maggie Rosa inc,"733,973",37
May 2017,226,Jaime Marks inc,"470,112",24
May 2017,226,Joseph Dempsey inc,"411,342",22
May 2017,226,Kori Butler inc,"348,742",14
May 2017,227,Frank Mahler inc,"123,318",6
May 2017,227,Robert Baker 8 inc,"107,116",5
May 2017,227,Brandon Morrison 2 inc,"94,403",4
May 2017,227,James Holbrook inc,"84,742",3
May 2017,227,Michele Dunn inc,"79,124",4
May 2017,228,Deborah Dampeer inc,"183,957",8
May 2017,228,David Piles inc,"155,003",7
May 2017,228,Bobby Wortham inc,"127,249",8
May 2017,228,Mary Harland inc,"124,097",6
May 2017,228,Pablo Laboy inc,"114,196",5
May 2017,229,Christina Moralez inc,"514,849",24
May 2017,229,Amanda Robinson 2 inc,"264,369",11
May 2017,229,Anton Greene inc,"255,835",14
May 2017,229,Roy Hann inc,"221,022",11
May 2017,229,Muriel Alvarez inc,"211,906",11
May 2017,230,Mary Melendez 3 inc,"418,858",20
May 2017,230,Terry Morris inc,"295,639",14
May 2017,230,John Rivera 9 inc,"229,267",11
May 2017,230,Casey Hampton inc,"197,681",8
May 2017,230,Joseph Bass inc,"182,967",10
May 2017,231,Robert Barfield inc,"1,153,041",53
May 2017,231,Joshua Berryhill inc,"1,024,980",53
May 2017,231,Edward Hebert 3 inc,"765,490",39
May 2017,231,Gladys Perry inc,"711,298",32
May 2017,231,Florence Mitchell 2 inc,"698,562",36
May 2017,232,Whitney Delgado inc,"568,789",28
May 2017,232,Charles Urias inc,"516,731",21
May 2017,232,Truman Garcia inc,"453,052",22
May 2017,232,James Carpenter 7 inc,"430,166",22
May 2017,232,Karen Griffin inc,"365,168",19
May 2017,233,Chad Tobar inc,"4,850,285",229
May 2017,233,Ella Rose 2 inc,"2,782,741",133
May 2017,233,John Mcneal 2 inc,"2,071,946",96
May 2017,233,Ruth Kohl inc,"2,061,388",99
May 2017,233,Lori Joseph inc,"1,834,331",91
May 2017,234,Daniel Marshall 7 inc,"582,061",29
May 2017,234,Alice Dickerson inc,"492,209",25
May 2017,234,Anthony Tobey inc,"466,123",22
May 2017,234,Eva Wise inc,"285,478",13
May 2017,234,Rachel Honeycutt inc,"245,181",13
May 2017,235,Michael Brickner inc,"214,142",10
May 2017,235,Peter Adams 3 inc,"180,265",8
May 2017,235,Myra Abron inc,"105,745",6
May 2017,235,Shawn Helfrich inc,"84,530",3
May 2017,235,Andrew Bullock inc,"72,508",3
May 2017,236,Nick Redenius inc,"143,201",5
May 2017,236,Brandon Winchell inc,"123,801",6
May 2017,236,Maria Mitchell 4 inc,"115,269",5
May 2017,236,Jeremy Adams 3 inc,"109,779",5
May 2017,236,Angela Smith 12 inc,"82,443",4
May 2017,237,Bernice Batz inc,"201,205",9
May 2017,237,Julie Hughes inc,"156,552",8
May 2017,237,Elizabeth Thompson 5 inc,"104,970",5
May 2017,237,Roy Lafayette inc,"84,495",5
May 2017,237,Earl Quarles inc,"79,812",3
May 2017,238,Kenneth Kimbler inc,"958,614",44
May 2017,238,Greg Myers inc,"662,874",32
May 2017,238,Robin Forbes inc,"655,046",32
May 2017,238,Christopher Smith 19 inc,"497,781",24
May 2017,238,Eugene Roberts inc,"381,242",22
May 2017,239,Jackson Tallant inc,"523,231",24
May 2017,239,Ivelisse Cipriani inc,"361,146",16
May 2017,239,Leonard Parton inc,"294,156",14
May 2017,239,Don Perez inc,"247,673",12
May 2017,239,Dean Arteaga inc,"201,603",10
May 2017,240,Erick Porter inc,"154,414",10
May 2017,240,Gloria Applin inc,"133,819",6
May 2017,240,Jessica Baxter inc,"98,851",5
May 2017,240,Geneva Mccroskey inc,"86,354",3
May 2017,240,Ronald Cantey inc,"79,383",4
May 2017,242,Mae Davis 3 inc,"997,875",48
May 2017,242,Ada Cough inc,"815,873",43
May 2017,242,Theodore Cooke inc,"457,228",20
May 2017,242,John Bordner inc,"443,977",23
May 2017,242,Ruby Nease inc,"361,303",18
May 2017,244,Vivian Cawthorne inc,"1,670,454",85
May 2017,244,Diane Robbins inc,"1,184,874",65
May 2017,244,James Funk 2 inc,"1,099,293",54
May 2017,244,Donald Bacon 2 inc,"834,212",54
May 2017,244,Robert Christensen 4 inc,"637,929",29
May 2017,245,Brenda Green 4 inc,"677,202",33
May 2017,245,Bobby Bryce inc,"443,644",22
May 2017,245,Thomas Cassidy inc,"378,958",19
May 2017,245,Anton Wilder inc,"317,944",16
May 2017,245,Lindsey Abernethy inc,"311,702",16
May 2017,246,Clarice Potts inc,"2,839,785",146
May 2017,246,Marc Juckett inc,"1,586,645",77
May 2017,246,James Holliday inc,"1,456,835",76
May 2017,246,Daniel Shawl inc,"1,087,637",56
May 2017,246,Brian Larose inc,"956,443",50
May 2017,247,Alex Couzens inc,"1,120,970",54
May 2017,247,Charles Doyle inc,"608,993",31
May 2017,247,Jennifer Cunningham 2 inc,"495,758",24
May 2017,247,Mary Schultheis inc,"358,465",17
May 2017,247,Frederick Uson inc,"269,533",17
May 2017,248,Nicholas Mixer inc,"1,097,275",55
May 2017,248,George Wheeler 2 inc,"906,551",48
May 2017,248,Katherine Gonce inc,"848,040",40
May 2017,248,David Dixon 5 inc,"811,984",40
May 2017,248,Marie Vaughn inc,"765,842",31
May 2017,250,Raymond Higginbotham inc,"488,440",24
May 2017,250,Angela Mcnabb inc,"413,550",21
May 2017,250,Edward Campbell 2 inc,"385,346",17
May 2017,250,David Meler inc,"380,614",17
May 2017,250,Catherine Ochs inc,"358,586",17
May 2017,251,Lola Cramer inc,"1,554,086",75
May 2017,251,Rose Mincey inc,"1,123,317",54
May 2017,251,Ryan Harris 2 inc,"855,871",47
May 2017,251,Vonda Lake inc,"854,527",44
May 2017,251,Leticia Meyer inc,"700,957",33
May 2017,252,Jimmy Kelly inc,"283,597",13
May 2017,252,Felicia Pickle inc,"138,721",7
May 2017,252,Cherlyn Moss inc,"120,921",6
May 2017,252,Fredrick Colburn inc,"117,211",5
May 2017,252,Dominick Newsom inc,"115,803",7
May 2017,253,Danielle Vargas inc,"473,469",22
May 2017,253,Karen Fiene inc,"330,208",15
May 2017,253,Dillon Renshaw inc,"309,169",13
May 2017,253,Jesse Valazquez inc,"297,305",16
May 2017,253,Barry Mcmakin inc,"263,698",13
May 2017,254,Michael Newsom inc,"371,567",19
May 2017,254,Joseph Olson 2 inc,"171,391",8
May 2017,254,John Pinto 2 inc,"150,989",7
May 2017,254,Winfred Canfield inc,"125,594",9
May 2017,254,Dorothy Sharp 2 inc,"89,460",5
May 2017,255,Harmony Mathis inc,"549,208",29
May 2017,255,Sheryl Wilson inc,"311,469",18
May 2017,255,Jeffrey Cawley inc,"175,321",11
May 2017,255,Hazel Nett inc,"163,785",8
May 2017,255,Joe Hall inc,"161,022",8
May 2017,256,Leigh Carr inc,"1,398,144",71
May 2017,256,Juan Kong inc,"484,533",24
May 2017,256,Edward Jones 10 inc,"473,969",20
May 2017,256,Beatrice Graham inc,"430,059",22
May 2017,256,Ralph Palmer inc,"231,009",11
May 2017,258,Damaris Godwin inc,"226,668",9
May 2017,258,Lina Kelsey inc,"193,558",8
May 2017,258,Derrick Johnson inc,"138,566",6
May 2017,258,Michelle Jones 13 inc,"136,637",6
May 2017,258,Whitney Miranda inc,"107,800",7
May 2017,259,Gerald Mccullough inc,"744,586",37
May 2017,259,Allen Jackson 2 inc,"683,879",31
May 2017,259,Anthony Wheeler 2 inc,"445,078",23
May 2017,259,Carol Patton inc,"387,590",18
May 2017,259,Stephanie Reeves inc,"370,075",20
May 2017,260,William Young 10 inc,"471,852",21
May 2017,260,Ronald Betcher inc,"257,748",12
May 2017,260,Eloise Paoli inc,"206,568",10
May 2017,260,James Spencer 4 inc,"182,847",9
May 2017,260,Christopher Bullock inc,"181,488",8
May 2017,261,Renaldo Allen inc,"371,195",16
May 2017,261,Samuel Powell inc,"348,387",14
May 2017,261,Patricia Park 2 inc,"229,225",11
May 2017,261,Robena Jones inc,"225,966",9
May 2017,261,Theresa Ocasio inc,"223,920",9
May 2017,262,Lora Harrell inc,"237,761",13
May 2017,262,Raymond Sylvester inc,"230,116",13
May 2017,262,Wayne James 2 inc,"175,962",7
May 2017,262,Maryann Carson inc,"145,340",6
May 2017,262,Joshua Finchum inc,"143,085",7
May 2017,263,Joan Miller 2 inc,"202,416",9
May 2017,263,David Millay 2 inc,"128,562",5
May 2017,263,Donnell Cotto inc,"127,908",7
May 2017,263,Mary Stroup inc,"121,990",6
May 2017,263,Nicholas Pearsall inc,"103,175",5
May 2017,264,Maria Harris 7 inc,"196,432",8
May 2017,264,Erika Legrand inc,"175,362",10
May 2017,264,Grace Cox inc,"158,372",8
May 2017,264,Michael Golden inc,"142,923",7
May 2017,264,Gail Currier inc,"113,910",7
May 2017,265,Michelle Dougherty inc,"376,672",20
May 2017,265,Brandon Beatty inc,"257,988",14
May 2017,265,Emily Rathbone inc,"249,865",11
May 2017,265,Michael Feinberg inc,"223,584",9
May 2017,265,Aron Chase inc,"207,448",10
May 2017,266,Jerry Anderson 2 inc,"317,153",19
May 2017,266,Darryl Servin inc,"247,072",11
May 2017,266,Timothy Poole inc,"146,023",6
May 2017,266,Agnes Santos inc,"123,627",5
May 2017,266,James Smith 48 inc,"112,794",5
May 2017,267,Cecilia Fowler inc,"236,967",10
May 2017,267,Genesis Barcia inc,"216,683",11
May 2017,267,Rebecca Pollard inc,"177,198",10
May 2017,267,Dennis Smith 8 inc,"164,329",9
May 2017,267,Maurice Ehret inc,"138,240",6
May 2017,268,Trudy Harris inc,"692,198",35
May 2017,268,Sabine King inc,"580,138",25
May 2017,268,Roy Mccoy inc,"481,194",27
May 2017,268,William Mitchell 10 inc,"446,505",20
May 2017,268,Gale Funderburk inc,"326,249",16
May 2017,269,Heather Hopkins inc,"179,754",8
May 2017,269,Linda Beaudin inc,"150,428",8
May 2017,269,Josephine Garrity inc,"148,421",7
May 2017,269,Gracia Patterson inc,"141,132",6
May 2017,269,Veronica Huttar inc,"119,348",5
May 2017,270,Christine Montoro inc,"442,689",25
May 2017,270,Jane Vanauken inc,"255,773",12
May 2017,270,Frances Beasley inc,"232,316",11
May 2017,270,Patricia Smith 25 inc,"215,175",11
May 2017,270,David Park inc,"199,403",11
May 2017,271,Sharon Mcdaniel inc,"709,049",37
May 2017,271,Ann Morrell inc,"629,352",27
May 2017,271,Christopher Castro 2 inc,"539,953",27
May 2017,271,Jame Perez inc,"440,923",21
May 2017,271,Jimmy Garcia 2 inc,"392,281",23
May 2017,272,David Fitzpatrick inc,"726,815",34
May 2017,272,Joseph Olson 3 inc,"514,210",24
May 2017,272,Jeanne Bell 2 inc,"358,456",19
May 2017,272,Mark Layne inc,"352,652",18
